countries, product, quantity, price
GH,Product-7761,533,81.87
KE,Product-7762,943,93.42
ZA,Product-7763,113,45.04
MA,Product-7764,125,55.94
NG,Product-7765,154,98.27
GH,Product-7766,863,98.32
KE,Product-7767,417,14.38
ZA,Product-7768,778,76.17
MA,Product-7769,226,50.48
NG,Product-7770,362,42.81
GH,Product-7771,413,93.77
KE,Product-7772,726,22.78
ZA,Product-7773,403,7.53
MA,Product-7774,77,11.45
NG,Product-7775,665,14.13
GH,Product-7776,799,50.00
KE,Product-7777,797,62.93
ZA,Product-7778,986,17.64
MA,Product-7779,184,28.37
NG,Product-7780,764,77.90
GH,Product-7781,554,53.95
KE,Product-7782,684,22.64
ZA,Product-7783,615,25.97
MA,Product-7784,636,20.87
NG,Product-7785,787,12.22
GH,Product-7786,375,5.48
KE,Product-7787,142,68.03
ZA,Product-7788,503,74.37
MA,Product-7789,117,70.20
NG,Product-7790,396,17.88
GH,Product-7791,283,2.37
KE,Product-7792,770,32.83
ZA,Product-7793,536,2.60
MA,Product-7794,902,55.92
NG,Product-7795,189,69.21
GH,Product-7796,316,43.51
KE,Product-7797,919,46.81
ZA,Product-7798,870,96.32
MA,Product-7799,206,16.78
NG,Product-7800,616,36.30
GH,Product-7801,540,92.98
KE,Product-7802,587,65.63
ZA,Product-7803,562,31.18
MA,Product-7804,624,1.72
NG,Product-7805,183,31.24
GH,Product-7806,594,94.75
KE,Product-7807,276,58.47
ZA,Product-7808,40,49.42
MA,Product-7809,368,46.65
NG,Product-7810,902,83.92
GH,Product-7811,179,85.73
KE,Product-7812,927,34.11
ZA,Product-7813,350,72.10
MA,Product-7814,387,10.06
NG,Product-7815,18,34.92
GH,Product-7816,336,30.72
KE,Product-7817,621,69.45
ZA,Product-7818,85,99.97
MA,Product-7819,525,81.83
NG,Product-7820,792,28.63
GH,Product-7821,34,56.20
KE,Product-7822,276,79.73
ZA,Product-7823,424,99.65
MA,Product-7824,871,29.22
NG,Product-7825,721,52.70
GH,Product-7826,532,34.15
KE,Product-7827,484,34.57
ZA,Product-7828,247,68.90
MA,Product-7829,627,12.99
NG,Product-7830,6,98.05
GH,Product-7831,894,35.73
KE,Product-7832,517,91.87
ZA,Product-7833,864,22.11
MA,Product-7834,414,10.07
NG,Product-7835,524,98.46
GH,Product-7836,849,43.90
KE,Product-7837,646,80.62
ZA,Product-7838,304,34.75
MA,Product-7839,906,83.01
NG,Product-7840,692,95.01
GH,Product-7841,938,32.68
KE,Product-7842,560,49.69
ZA,Product-7843,358,6.04
MA,Product-7844,396,60.78
NG,Product-7845,863,37.85
GH,Product-7846,653,57.37
KE,Product-7847,365,12.17
ZA,Product-7848,649,7.40
MA,Product-7849,515,17.02
NG,Product-7850,505,26.48
GH,Product-7851,37,13.89
KE,Product-7852,653,76.31
ZA,Product-7853,51,43.38
MA,Product-7854,305,3.32
NG,Product-7855,683,84.65
GH,Product-7856,976,46.75
KE,Product-7857,426,70.86
ZA,Product-7858,756,4.77
MA,Product-7859,758,75.94
NG,Product-7860,679,51.75
GH,Product-7861,416,19.54
KE,Product-7862,846,29.07
ZA,Product-7863,79,69.24
MA,Product-7864,114,75.63
NG,Product-7865,862,73.10
GH,Product-7866,221,41.37
KE,Product-7867,773,19.36
ZA,Product-7868,113,59.76
MA,Product-7869,517,64.89
NG,Product-7870,308,99.56
GH,Product-7871,603,37.00
KE,Product-7872,356,96.68
ZA,Product-7873,734,68.39
MA,Product-7874,424,6.28
NG,Product-7875,446,45.38
GH,Product-7876,741,39.42
KE,Product-7877,423,4.62
ZA,Product-7878,692,42.48
MA,Product-7879,977,91.55
NG,Product-7880,947,21.65
GH,Product-7881,789,3.74
KE,Product-7882,453,22.90
ZA,Product-7883,257,61.52
MA,Product-7884,632,80.75
NG,Product-7885,564,80.10
GH,Product-7886,845,48.84
KE,Product-7887,144,99.78
ZA,Product-7888,358,77.05
MA,Product-7889,879,6.43
NG,Product-7890,808,84.01
GH,Product-7891,484,37.83
KE,Product-7892,8,65.91
ZA,Product-7893,272,28.89
MA,Product-7894,727,84.70
NG,Product-7895,702,17.44
GH,Product-7896,394,9.13
KE,Product-7897,858,5.99
ZA,Product-7898,662,22.33
MA,Product-7899,629,97.29
NG,Product-7900,654,30.50
GH,Product-7901,309,79.92
KE,Product-7902,94,94.44
ZA,Product-7903,474,10.80
MA,Product-7904,365,17.32
NG,Product-7905,747,99.24
GH,Product-7906,622,47.86
KE,Product-7907,692,87.92
ZA,Product-7908,91,69.11
MA,Product-7909,808,22.83
NG,Product-7910,203,30.64
GH,Product-7911,313,68.68
KE,Product-7912,358,25.30
ZA,Product-7913,186,21.19
MA,Product-7914,31,81.86
NG,Product-7915,717,40.71
GH,Product-7916,49,29.92
KE,Product-7917,503,26.97
ZA,Product-7918,977,40.50
MA,Product-7919,224,56.36
NG,Product-7920,359,3.68
GH,Product-7921,124,27.68
KE,Product-7922,994,2.35
ZA,Product-7923,269,47.62
MA,Product-7924,527,19.63
NG,Product-7925,98,8.11
GH,Product-7926,489,50.68
KE,Product-7927,345,38.26
ZA,Product-7928,657,26.57
MA,Product-7929,560,73.94
NG,Product-7930,906,78.82
GH,Product-7931,124,70.16
KE,Product-7932,746,15.55
ZA,Product-7933,552,2.58
MA,Product-7934,221,66.48
NG,Product-7935,153,25.91
GH,Product-7936,865,0.83
KE,Product-7937,978,86.05
ZA,Product-7938,517,40.97
MA,Product-7939,554,50.31
NG,Product-7940,931,72.41
GH,Product-7941,799,31.12
KE,Product-7942,728,56.96
ZA,Product-7943,796,82.71
MA,Product-7944,302,57.14
NG,Product-7945,634,73.27
GH,Product-7946,631,75.87
KE,Product-7947,84,41.59
ZA,Product-7948,878,96.84
MA,Product-7949,440,72.58
NG,Product-7950,870,1.32
GH,Product-7951,782,51.22
KE,Product-7952,12,56.90
ZA,Product-7953,35,93.20
MA,Product-7954,498,41.50
NG,Product-7955,748,15.72
GH,Product-7956,64,38.24
KE,Product-7957,910,96.40
ZA,Product-7958,805,25.74
MA,Product-7959,640,18.14
NG,Product-7960,113,22.00
GH,Product-7961,290,56.28
KE,Product-7962,74,90.99
ZA,Product-7963,882,77.97
MA,Product-7964,193,21.62
NG,Product-7965,797,25.83
GH,Product-7966,10,83.98
KE,Product-7967,209,50.06
ZA,Product-7968,110,99.74
MA,Product-7969,575,27.87
NG,Product-7970,936,65.12
GH,Product-7971,257,8.81
KE,Product-7972,396,63.05
ZA,Product-7973,753,85.98
MA,Product-7974,848,56.21
NG,Product-7975,55,39.16
GH,Product-7976,120,27.17
KE,Product-7977,707,64.35
ZA,Product-7978,313,6.33
MA,Product-7979,84,27.84
NG,Product-7980,145,89.26
GH,Product-7981,199,23.58
KE,Product-7982,498,42.67
ZA,Product-7983,120,54.99
MA,Product-7984,824,16.45
NG,Product-7985,388,21.83
GH,Product-7986,391,15.86
KE,Product-7987,789,9.67
ZA,Product-7988,244,46.41
MA,Product-7989,391,21.51
NG,Product-7990,42,61.90
GH,Product-7991,867,76.83
KE,Product-7992,188,72.91
ZA,Product-7993,854,5.29
MA,Product-7994,318,58.22
NG,Product-7995,148,10.73
GH,Product-7996,986,70.88
KE,Product-7997,52,28.49
ZA,Product-7998,157,55.58
MA,Product-7999,918,82.94
NG,Product-8000,582,32.01
GH,Product-8001,210,71.85
KE,Product-8002,574,33.26
ZA,Product-8003,248,18.23
MA,Product-8004,373,84.27
NG,Product-8005,725,14.38
GH,Product-8006,842,59.13
KE,Product-8007,972,74.12
ZA,Product-8008,547,49.20
MA,Product-8009,409,83.35
NG,Product-8010,36,2.07
GH,Product-8011,20,35.58
KE,Product-8012,484,6.77
ZA,Product-8013,675,67.11
MA,Product-8014,929,7.85
NG,Product-8015,123,42.21
GH,Product-8016,683,40.90
KE,Product-8017,416,31.71
ZA,Product-8018,619,1.04
MA,Product-8019,842,76.92
NG,Product-8020,303,14.66
GH,Product-8021,460,68.70
KE,Product-8022,907,24.48
ZA,Product-8023,680,94.35
MA,Product-8024,283,0.94
NG,Product-8025,343,65.04
GH,Product-8026,118,71.85
KE,Product-8027,619,25.01
ZA,Product-8028,399,93.76
MA,Product-8029,472,78.72
NG,Product-8030,340,8.64
GH,Product-8031,82,52.70
KE,Product-8032,762,37.99
ZA,Product-8033,234,71.43
MA,Product-8034,46,22.68
NG,Product-8035,529,28.10
GH,Product-8036,446,98.65
KE,Product-8037,905,88.32
ZA,Product-8038,241,39.09
MA,Product-8039,659,24.37
NG,Product-8040,803,12.70
GH,Product-8041,918,83.66
KE,Product-8042,746,34.76
ZA,Product-8043,606,80.31
MA,Product-8044,416,28.08
NG,Product-8045,145,65.81
GH,Product-8046,104,40.65
KE,Product-8047,624,31.72
ZA,Product-8048,288,97.59
MA,Product-8049,159,63.08
NG,Product-8050,664,12.56
GH,Product-8051,714,53.38
KE,Product-8052,76,51.14
ZA,Product-8053,460,41.14
MA,Product-8054,902,66.00
NG,Product-8055,912,82.39
GH,Product-8056,354,23.25
KE,Product-8057,953,73.60
ZA,Product-8058,229,62.82
MA,Product-8059,682,66.93
NG,Product-8060,13,39.96
GH,Product-8061,222,22.68
KE,Product-8062,933,34.69
ZA,Product-8063,609,40.22
MA,Product-8064,507,81.55
NG,Product-8065,978,45.60
GH,Product-8066,46,41.63
KE,Product-8067,455,76.72
ZA,Product-8068,931,26.72
MA,Product-8069,918,25.58
NG,Product-8070,838,72.76
GH,Product-8071,492,85.30
KE,Product-8072,699,28.83
ZA,Product-8073,480,45.69
MA,Product-8074,266,47.06
NG,Product-8075,545,32.77
GH,Product-8076,395,8.90
KE,Product-8077,511,81.79
ZA,Product-8078,253,21.03
MA,Product-8079,743,17.68
NG,Product-8080,706,99.17
GH,Product-8081,597,25.14
KE,Product-8082,748,23.30
ZA,Product-8083,574,50.67
MA,Product-8084,771,19.58
NG,Product-8085,569,50.08
GH,Product-8086,331,96.60
KE,Product-8087,947,12.49
ZA,Product-8088,95,77.96
MA,Product-8089,184,44.79
NG,Product-8090,616,94.18
GH,Product-8091,373,33.64
KE,Product-8092,375,42.76
ZA,Product-8093,605,99.64
MA,Product-8094,604,30.08
NG,Product-8095,822,68.62
GH,Product-8096,530,23.93
KE,Product-8097,97,92.02
ZA,Product-8098,686,90.59
MA,Product-8099,377,41.63
NG,Product-8100,894,6.24
GH,Product-8101,486,18.04
KE,Product-8102,953,50.59
ZA,Product-8103,672,18.58
MA,Product-8104,704,10.41
NG,Product-8105,857,30.00
GH,Product-8106,677,83.00
KE,Product-8107,689,14.62
ZA,Product-8108,18,72.22
MA,Product-8109,535,74.95
NG,Product-8110,909,91.19
GH,Product-8111,608,31.63
KE,Product-8112,165,30.74
ZA,Product-8113,902,52.83
MA,Product-8114,712,97.02
NG,Product-8115,742,26.46
GH,Product-8116,423,7.48
KE,Product-8117,414,14.38
ZA,Product-8118,89,41.02
MA,Product-8119,935,73.93
NG,Product-8120,967,62.30
GH,Product-8121,384,49.74
KE,Product-8122,9,36.83
ZA,Product-8123,239,9.05
MA,Product-8124,56,22.78
NG,Product-8125,45,72.48
GH,Product-8126,695,32.70
KE,Product-8127,217,66.36
ZA,Product-8128,674,50.12
MA,Product-8129,713,21.15
NG,Product-8130,613,75.21
GH,Product-8131,441,19.32
KE,Product-8132,504,42.18
ZA,Product-8133,707,61.27
MA,Product-8134,158,27.24
NG,Product-8135,223,95.24
GH,Product-8136,936,3.55
KE,Product-8137,450,19.95
ZA,Product-8138,271,11.50
MA,Product-8139,416,10.46
NG,Product-8140,339,46.11
GH,Product-8141,186,65.16
KE,Product-8142,220,32.83
ZA,Product-8143,748,30.32
MA,Product-8144,270,66.45
NG,Product-8145,238,93.88
GH,Product-8146,370,75.53
KE,Product-8147,91,49.89
ZA,Product-8148,470,61.35
MA,Product-8149,303,39.77
NG,Product-8150,702,46.83
GH,Product-8151,340,84.30
KE,Product-8152,707,0.56
ZA,Product-8153,677,87.02
MA,Product-8154,834,5.36
NG,Product-8155,96,13.92
GH,Product-8156,548,27.09
KE,Product-8157,348,64.05
ZA,Product-8158,455,69.77
MA,Product-8159,955,50.06
NG,Product-8160,480,57.10
GH,Product-8161,534,36.26
KE,Product-8162,559,72.05
ZA,Product-8163,8,38.48
MA,Product-8164,53,98.58
NG,Product-8165,67,47.87
GH,Product-8166,207,88.62
KE,Product-8167,750,58.98
ZA,Product-8168,584,48.63
MA,Product-8169,251,49.20
NG,Product-8170,253,66.01
GH,Product-8171,975,46.25
KE,Product-8172,882,58.21
ZA,Product-8173,997,42.32
MA,Product-8174,422,22.26
NG,Product-8175,122,65.13
GH,Product-8176,742,95.41
KE,Product-8177,307,98.80
ZA,Product-8178,777,17.12
MA,Product-8179,155,90.00
NG,Product-8180,554,53.23
GH,Product-8181,81,47.56
KE,Product-8182,284,30.51
ZA,Product-8183,130,39.91
MA,Product-8184,954,10.40
NG,Product-8185,453,53.49
GH,Product-8186,639,24.67
KE,Product-8187,989,32.30
ZA,Product-8188,838,26.63
MA,Product-8189,894,53.32
NG,Product-8190,902,96.58
GH,Product-8191,181,16.66
KE,Product-8192,228,71.79
ZA,Product-8193,264,45.11
MA,Product-8194,885,28.17
NG,Product-8195,577,80.81
GH,Product-8196,606,34.33
KE,Product-8197,225,74.17
ZA,Product-8198,980,60.93
MA,Product-8199,729,8.34
NG,Product-8200,979,63.94
GH,Product-8201,397,4.79
KE,Product-8202,368,39.43
ZA,Product-8203,88,64.05
MA,Product-8204,627,32.33
NG,Product-8205,289,3.42
GH,Product-8206,320,90.05
KE,Product-8207,995,51.16
ZA,Product-8208,613,17.99
MA,Product-8209,617,14.34
NG,Product-8210,117,98.09
GH,Product-8211,634,35.72
KE,Product-8212,527,95.24
ZA,Product-8213,128,50.68
MA,Product-8214,257,49.08
NG,Product-8215,728,69.18
GH,Product-8216,837,51.09
KE,Product-8217,589,53.44
ZA,Product-8218,614,12.38
MA,Product-8219,354,6.40
NG,Product-8220,839,19.21
GH,Product-8221,474,80.49
KE,Product-8222,173,23.10
ZA,Product-8223,349,68.84
MA,Product-8224,946,82.18
NG,Product-8225,125,62.75
GH,Product-8226,632,98.07
KE,Product-8227,56,42.44
ZA,Product-8228,56,14.39
MA,Product-8229,400,42.62
NG,Product-8230,76,44.88
GH,Product-8231,279,93.89
KE,Product-8232,42,56.80
ZA,Product-8233,148,57.77
MA,Product-8234,998,80.05
NG,Product-8235,24,68.59
GH,Product-8236,5,29.32
KE,Product-8237,808,77.27
ZA,Product-8238,320,91.58
MA,Product-8239,917,36.55
NG,Product-8240,239,50.54
GH,Product-8241,540,12.01
KE,Product-8242,578,25.44
ZA,Product-8243,105,57.05
MA,Product-8244,36,79.86
NG,Product-8245,906,58.58
GH,Product-8246,545,84.90
KE,Product-8247,81,11.85
ZA,Product-8248,392,54.37
MA,Product-8249,940,81.89
NG,Product-8250,580,60.33
GH,Product-8251,743,74.40
KE,Product-8252,535,10.77
ZA,Product-8253,466,39.83
MA,Product-8254,948,23.66
NG,Product-8255,243,91.73
GH,Product-8256,872,66.86
KE,Product-8257,825,98.91
ZA,Product-8258,375,58.67
MA,Product-8259,85,25.18
NG,Product-8260,317,35.46
GH,Product-8261,336,57.28
KE,Product-8262,782,13.44
ZA,Product-8263,847,88.85
MA,Product-8264,625,45.64
NG,Product-8265,244,10.49
GH,Product-8266,775,93.89
KE,Product-8267,722,67.18
ZA,Product-8268,319,8.60
MA,Product-8269,971,28.69
NG,Product-8270,361,37.75
GH,Product-8271,168,67.25
KE,Product-8272,798,30.11
ZA,Product-8273,442,24.56
MA,Product-8274,996,44.33
NG,Product-8275,996,37.32
GH,Product-8276,781,6.16
KE,Product-8277,918,14.01
ZA,Product-8278,226,74.36
MA,Product-8279,628,80.37
NG,Product-8280,307,82.08
GH,Product-8281,963,70.66
KE,Product-8282,465,36.33
ZA,Product-8283,136,53.73
MA,Product-8284,411,67.72
NG,Product-8285,152,17.99
GH,Product-8286,830,7.35
KE,Product-8287,535,1.96
ZA,Product-8288,301,74.78
MA,Product-8289,888,4.65
NG,Product-8290,250,43.48
GH,Product-8291,120,60.16
KE,Product-8292,709,76.78
ZA,Product-8293,729,65.15
MA,Product-8294,714,23.30
NG,Product-8295,506,12.45
GH,Product-8296,999,32.16
KE,Product-8297,699,33.04
ZA,Product-8298,38,15.86
MA,Product-8299,786,97.25
NG,Product-8300,191,9.59
GH,Product-8301,280,6.33
KE,Product-8302,202,58.76
ZA,Product-8303,645,87.49
MA,Product-8304,5,68.25
NG,Product-8305,227,54.02
GH,Product-8306,458,38.67
KE,Product-8307,881,86.65
ZA,Product-8308,257,99.36
MA,Product-8309,674,25.54
NG,Product-8310,917,0.25
GH,Product-8311,713,30.21
KE,Product-8312,32,89.70
ZA,Product-8313,535,70.40
MA,Product-8314,323,95.74
NG,Product-8315,290,83.46
GH,Product-8316,160,5.27
KE,Product-8317,236,90.37
ZA,Product-8318,274,98.45
MA,Product-8319,94,60.10
NG,Product-8320,73,99.69
GH,Product-8321,496,80.27
KE,Product-8322,221,86.62
ZA,Product-8323,787,91.62
MA,Product-8324,33,87.98
NG,Product-8325,161,7.31
GH,Product-8326,481,20.80
KE,Product-8327,769,81.16
ZA,Product-8328,816,31.29
MA,Product-8329,708,99.61
NG,Product-8330,456,73.87
GH,Product-8331,363,84.64
KE,Product-8332,607,59.89
ZA,Product-8333,691,56.61
MA,Product-8334,455,31.52
NG,Product-8335,317,46.52
GH,Product-8336,968,98.66
KE,Product-8337,908,93.57
ZA,Product-8338,154,20.39
MA,Product-8339,812,13.99
NG,Product-8340,719,18.08
GH,Product-8341,26,92.19
KE,Product-8342,406,61.32
ZA,Product-8343,238,57.65
MA,Product-8344,312,20.12
NG,Product-8345,415,28.86
GH,Product-8346,937,85.73
KE,Product-8347,591,30.39
ZA,Product-8348,689,91.94
MA,Product-8349,362,80.24
NG,Product-8350,890,55.03
GH,Product-8351,150,78.76
KE,Product-8352,428,88.14
ZA,Product-8353,563,17.44
MA,Product-8354,639,33.80
NG,Product-8355,312,33.54
GH,Product-8356,759,43.75
KE,Product-8357,311,45.25
ZA,Product-8358,607,26.75
MA,Product-8359,663,79.43
NG,Product-8360,586,71.65
GH,Product-8361,490,84.14
KE,Product-8362,377,42.91
ZA,Product-8363,339,97.14
MA,Product-8364,885,15.98
NG,Product-8365,85,76.16
GH,Product-8366,902,87.82
KE,Product-8367,150,65.59
ZA,Product-8368,139,96.19
MA,Product-8369,504,63.72
NG,Product-8370,337,0.17
GH,Product-8371,723,60.48
KE,Product-8372,723,87.87
ZA,Product-8373,120,78.66
MA,Product-8374,578,84.72
NG,Product-8375,605,87.05
GH,Product-8376,413,60.38
KE,Product-8377,716,57.40
ZA,Product-8378,51,99.89
MA,Product-8379,923,84.43
NG,Product-8380,953,69.74
GH,Product-8381,86,51.79
KE,Product-8382,971,91.81
ZA,Product-8383,170,66.75
MA,Product-8384,726,28.51
NG,Product-8385,229,79.01
GH,Product-8386,547,51.89
KE,Product-8387,878,32.13
ZA,Product-8388,329,70.51
MA,Product-8389,793,50.28
NG,Product-8390,64,83.27
GH,Product-8391,261,31.89
KE,Product-8392,59,14.83
ZA,Product-8393,897,33.83
MA,Product-8394,233,74.07
NG,Product-8395,579,52.61
GH,Product-8396,646,7.23
KE,Product-8397,613,23.54
ZA,Product-8398,193,2.26
MA,Product-8399,162,78.59
NG,Product-8400,618,34.30
GH,Product-8401,874,8.19
KE,Product-8402,382,55.29
ZA,Product-8403,470,1.48
MA,Product-8404,783,4.32
NG,Product-8405,833,26.46
GH,Product-8406,154,12.15
KE,Product-8407,167,4.55
ZA,Product-8408,906,70.90
MA,Product-8409,228,37.10
NG,Product-8410,286,97.96
GH,Product-8411,280,42.04
KE,Product-8412,989,22.97
ZA,Product-8413,378,81.36
MA,Product-8414,246,86.16
NG,Product-8415,605,76.31
GH,Product-8416,243,43.73
KE,Product-8417,902,88.28
ZA,Product-8418,354,72.21
MA,Product-8419,439,89.83
NG,Product-8420,744,52.18
GH,Product-8421,4,85.21
KE,Product-8422,86,49.07
ZA,Product-8423,63,41.52
MA,Product-8424,625,95.38
NG,Product-8425,832,72.28
GH,Product-8426,145,55.10
KE,Product-8427,187,90.86
ZA,Product-8428,760,64.54
MA,Product-8429,256,1.48
NG,Product-8430,551,83.16
GH,Product-8431,354,35.17
KE,Product-8432,578,5.91
ZA,Product-8433,149,66.97
MA,Product-8434,266,30.39
NG,Product-8435,590,21.15
GH,Product-8436,395,15.61
KE,Product-8437,410,49.91
ZA,Product-8438,122,11.99
MA,Product-8439,861,32.42
NG,Product-8440,407,55.55
GH,Product-8441,315,77.12
KE,Product-8442,459,32.06
ZA,Product-8443,697,62.34
MA,Product-8444,161,58.65
NG,Product-8445,771,65.05
GH,Product-8446,304,55.49
KE,Product-8447,312,74.84
ZA,Product-8448,267,69.80
MA,Product-8449,856,72.85
NG,Product-8450,241,18.94
GH,Product-8451,964,21.60
KE,Product-8452,714,80.26
ZA,Product-8453,118,50.14
MA,Product-8454,841,10.10
NG,Product-8455,875,88.59
GH,Product-8456,951,2.77
KE,Product-8457,59,47.14
ZA,Product-8458,597,59.34
MA,Product-8459,791,13.38
NG,Product-8460,675,48.04
GH,Product-8461,260,15.79
KE,Product-8462,75,93.43
ZA,Product-8463,594,70.34
MA,Product-8464,895,90.81
NG,Product-8465,526,98.29
GH,Product-8466,424,57.74
KE,Product-8467,32,71.66
ZA,Product-8468,928,92.61
MA,Product-8469,322,8.04
NG,Product-8470,592,24.97
GH,Product-8471,220,52.52
KE,Product-8472,825,66.41
ZA,Product-8473,986,20.29
MA,Product-8474,997,16.63
NG,Product-8475,982,62.96
GH,Product-8476,320,42.84
KE,Product-8477,830,63.83
ZA,Product-8478,980,71.14
MA,Product-8479,246,24.51
NG,Product-8480,403,51.80
GH,Product-8481,783,25.54
KE,Product-8482,724,26.38
ZA,Product-8483,685,17.08
MA,Product-8484,337,36.04
NG,Product-8485,937,47.55
GH,Product-8486,996,97.71
KE,Product-8487,702,54.68
ZA,Product-8488,834,18.83
MA,Product-8489,361,84.84
NG,Product-8490,426,18.94
GH,Product-8491,68,63.17
KE,Product-8492,745,90.76
ZA,Product-8493,708,10.62
MA,Product-8494,813,29.11
NG,Product-8495,648,24.43
GH,Product-8496,215,97.98
KE,Product-8497,152,80.35
ZA,Product-8498,435,84.29
MA,Product-8499,429,92.70
NG,Product-8500,689,69.13
GH,Product-8501,226,79.83
KE,Product-8502,764,74.27
ZA,Product-8503,409,72.77
MA,Product-8504,581,75.92
NG,Product-8505,675,65.66
GH,Product-8506,231,4.13
KE,Product-8507,739,90.12
ZA,Product-8508,532,36.66
MA,Product-8509,547,87.47
NG,Product-8510,627,79.43
GH,Product-8511,698,39.64
KE,Product-8512,404,2.03
ZA,Product-8513,118,85.77
MA,Product-8514,961,62.02
NG,Product-8515,703,56.18
GH,Product-8516,560,95.39
KE,Product-8517,309,28.06
ZA,Product-8518,575,51.87
MA,Product-8519,83,7.98
NG,Product-8520,913,25.53
GH,Product-8521,473,16.39
KE,Product-8522,965,17.90
ZA,Product-8523,684,77.51
MA,Product-8524,268,51.92
NG,Product-8525,392,14.21
GH,Product-8526,478,20.43
KE,Product-8527,688,93.41
ZA,Product-8528,137,66.73
MA,Product-8529,638,1.45
NG,Product-8530,80,9.41
GH,Product-8531,724,17.07
KE,Product-8532,409,15.39
ZA,Product-8533,639,28.30
MA,Product-8534,361,7.47
NG,Product-8535,703,74.93
GH,Product-8536,311,58.94
KE,Product-8537,703,14.93
ZA,Product-8538,64,8.13
MA,Product-8539,529,46.33
NG,Product-8540,408,19.64
GH,Product-8541,437,91.17
KE,Product-8542,634,64.76
ZA,Product-8543,731,41.64
MA,Product-8544,92,48.06
NG,Product-8545,764,52.91
GH,Product-8546,465,48.91
KE,Product-8547,240,82.29
ZA,Product-8548,16,78.23
MA,Product-8549,344,96.52
NG,Product-8550,194,24.19
GH,Product-8551,76,90.35
KE,Product-8552,248,42.25
ZA,Product-8553,102,10.01
MA,Product-8554,165,83.05
NG,Product-8555,360,1.86
GH,Product-8556,128,91.28
KE,Product-8557,622,95.91
ZA,Product-8558,61,69.73
MA,Product-8559,789,16.20
NG,Product-8560,822,78.18
GH,Product-8561,381,84.06
KE,Product-8562,105,65.31
ZA,Product-8563,122,41.53
MA,Product-8564,310,13.31
NG,Product-8565,383,19.11
GH,Product-8566,405,66.16
KE,Product-8567,829,54.12
ZA,Product-8568,559,45.33
MA,Product-8569,15,51.60
NG,Product-8570,741,49.39
GH,Product-8571,352,14.59
KE,Product-8572,471,59.07
ZA,Product-8573,996,85.11
MA,Product-8574,306,96.21
NG,Product-8575,693,77.75
GH,Product-8576,763,37.60
KE,Product-8577,632,95.31
ZA,Product-8578,865,1.34
MA,Product-8579,195,90.11
NG,Product-8580,219,91.42
GH,Product-8581,176,65.94
KE,Product-8582,158,83.64
ZA,Product-8583,110,95.02
MA,Product-8584,908,42.08
NG,Product-8585,191,98.13
GH,Product-8586,623,63.09
KE,Product-8587,599,56.73
ZA,Product-8588,504,76.64
MA,Product-8589,594,15.32
NG,Product-8590,45,69.75
GH,Product-8591,997,6.71
KE,Product-8592,192,74.91
ZA,Product-8593,541,51.98
MA,Product-8594,357,9.05
NG,Product-8595,556,49.02
GH,Product-8596,459,12.57
KE,Product-8597,629,23.17
ZA,Product-8598,14,12.93
MA,Product-8599,434,52.73
NG,Product-8600,822,8.35
GH,Product-8601,676,42.74
KE,Product-8602,200,21.18
ZA,Product-8603,465,8.18
MA,Product-8604,709,19.31
NG,Product-8605,137,76.44
GH,Product-8606,643,53.66
KE,Product-8607,366,93.82
ZA,Product-8608,188,81.48
MA,Product-8609,23,98.56
NG,Product-8610,662,97.84
GH,Product-8611,764,65.76
KE,Product-8612,627,40.64
ZA,Product-8613,429,62.82
MA,Product-8614,669,17.24
NG,Product-8615,686,15.60
GH,Product-8616,911,19.88
KE,Product-8617,773,31.35
ZA,Product-8618,89,15.75
MA,Product-8619,929,81.24
NG,Product-8620,158,97.73
GH,Product-8621,513,50.68
KE,Product-8622,635,57.11
ZA,Product-8623,610,30.70
MA,Product-8624,613,13.73
NG,Product-8625,256,54.80
GH,Product-8626,443,23.23
KE,Product-8627,30,33.34
ZA,Product-8628,681,75.29
MA,Product-8629,896,64.02
NG,Product-8630,688,7.95
GH,Product-8631,201,78.11
KE,Product-8632,444,56.07
ZA,Product-8633,976,6.90
MA,Product-8634,907,3.58
NG,Product-8635,33,63.99
GH,Product-8636,322,44.73
KE,Product-8637,760,7.83
ZA,Product-8638,818,15.82
MA,Product-8639,268,68.54
NG,Product-8640,721,26.31
GH,Product-8641,559,55.43
KE,Product-8642,761,61.76
ZA,Product-8643,176,9.44
MA,Product-8644,208,39.43
NG,Product-8645,707,72.02
GH,Product-8646,871,57.62
KE,Product-8647,47,65.15
ZA,Product-8648,834,48.24
MA,Product-8649,423,17.30
NG,Product-8650,178,92.67
GH,Product-8651,660,12.79
KE,Product-8652,816,35.39
ZA,Product-8653,561,28.97
MA,Product-8654,624,77.45
NG,Product-8655,4,85.85
GH,Product-8656,328,67.86
KE,Product-8657,785,20.16
ZA,Product-8658,771,10.01
MA,Product-8659,458,81.13
NG,Product-8660,533,23.61
GH,Product-8661,288,8.38
KE,Product-8662,305,36.17
ZA,Product-8663,669,63.24
MA,Product-8664,871,59.82
NG,Product-8665,420,55.19
GH,Product-8666,484,85.67
KE,Product-8667,221,36.10
ZA,Product-8668,223,77.99
MA,Product-8669,633,75.87
NG,Product-8670,13,3.49
GH,Product-8671,845,3.73
KE,Product-8672,433,74.31
ZA,Product-8673,63,29.63
MA,Product-8674,74,23.05
NG,Product-8675,805,76.87
GH,Product-8676,151,52.73
KE,Product-8677,198,63.39
ZA,Product-8678,516,94.33
MA,Product-8679,924,14.10
NG,Product-8680,820,36.08
